"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","124","20 PUT /todos/{id} partial (400) - no title field","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","61","15 POST /todos (400) - extra field","API Tests","Mon Nov 10 16:07:23 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","05 GET /todos/{id} (200) - получить todo по id","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","63","11 POST /todos (400) - title too long","API Tests","Mon Nov 10 16:07:23 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","71","02 GET /challenges (200) - получить список challenge задач","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","60","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Mon Nov 10 16:07:25 UTC 2025","passed","Mon Nov 10 16:07:25 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4658","Пользователь может удалить статью","UI Tests","Mon Nov 10 16:07:50 UTC 2025","passed","Mon Nov 10 16:07:54 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","4922","Пользователь может создать новую статью","UI Tests","Mon Nov 10 16:07:39 UTC 2025","passed","Mon Nov 10 16:07:44 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","61","06 GET /todos/{id} (404) - получить 404 для несуществующей задачи","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","63","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","63","27 GET /todos (200) ANY - get todos in default format","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","252","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","121","32 POST /todos JSON - create todo in JSON format","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:25 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","31 POST /todos XML - create todo in XML format","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","133","17 POST /todos/{id} (200) - partial update","API Tests","Mon Nov 10 16:07:23 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","64","03 GET /todos (200) - получить список todos задач","API Tests","Mon Nov 10 16:07:22 UTC 2025","passed","Mon Nov 10 16:07:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","12 POST /todos (400) - description too long","API Tests","Mon Nov 10 16:07:23 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","123","19 PUT /todos/{id} full (200) - full update","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","59","44GET /heartbeat (204) - GET request returns 204","API Tests","Mon Nov 10 16:07:25 UTC 2025","passed","Mon Nov 10 16:07:25 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","1049","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Mon Nov 10 16:07:25 UTC 2025","passed","Mon Nov 10 16:07:26 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5472","Пользователь может оставить комментарий под статьёй","UI Tests","Mon Nov 10 16:07:44 UTC 2025","passed","Mon Nov 10 16:07:50 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","62","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","62","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Mon Nov 10 16:07:24 UTC 2025","passed","Mon Nov 10 16:07:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","61","33 POST /todos (415) - unsupported media type","API Tests","Mon Nov 10 16:07:25 UTC 2025","passed","Mon Nov 10 16:07:25 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","63","13 POST /todos (201) - max out content","API Tests","Mon Nov 10 16:07:23 UTC 2025","passed","Mon Nov 10 16:07:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4781","Пользователь может обновить имя и почту в профиле","UI Tests","Mon Nov 10 16:07:59 UTC 2025","passed","Mon Nov 10 16:08:03 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
