"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5607","Пользователь может оставить комментарий под статьёй","UI Tests","Thu Nov 13 12:40:32 UTC 2025","passed","Thu Nov 13 12:40:37 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","83","06 GET /todos/{id} (404) - получить 404 для несуществующей задачи","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","42PATCH /heartbeat (500) - PATCH request returns 500","API Tests","Thu Nov 13 12:40:23 UTC 2025","passed","Thu Nov 13 12:40:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","84","12 POST /todos (400) - description too long","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","167","17 POST /todos/{id} (200) - partial update","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","162","09 POST /todos (201) - создать новую задачу","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Thu Nov 13 12:40:19 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4826","Пользователь может удалить статью","UI Tests","Thu Nov 13 12:40:37 UTC 2025","passed","Thu Nov 13 12:40:42 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","83","10 POST /todos (400) - fail validation on doneStatus field","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","89","05 GET /todos/{id} (200) - получить todo по id","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4344","Пользователю доступны табы Your Feed, Global Feed после регистрации","UI Tests","Thu Nov 13 12:40:42 UTC 2025","passed","Thu Nov 13 12:40:46 UTC 2025","Главная страница","ui/mainPage.spec.js","",""
"","83","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","31 POST /todos XML - create todo in XML format","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","86","03 GET /todos (200) - получить список todos задач","API Tests","Thu Nov 13 12:40:19 UTC 2025","passed","Thu Nov 13 12:40:19 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","163","02 GET /challenges (200) - получить список challenge задач","API Tests","Thu Nov 13 12:40:19 UTC 2025","passed","Thu Nov 13 12:40:19 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","15 POST /todos (400) - extra field","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","1511","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Thu Nov 13 12:40:23 UTC 2025","passed","Thu Nov 13 12:40:24 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4830","Пользователь может обновить имя и почту в профиле","UI Tests","Thu Nov 13 12:40:46 UTC 2025","passed","Thu Nov 13 12:40:51 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
"","85","14 POST /todos (413) - content too long","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","86","13 POST /todos (201) - max out content","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","84","33 POST /todos (415) - unsupported media type","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","93","11 POST /todos (400) - title too long","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5602","Пользователь может создать новую статью","UI Tests","Thu Nov 13 12:40:25 UTC 2025","passed","Thu Nov 13 12:40:31 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","346","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Thu Nov 13 12:40:20 UTC 2025","passed","Thu Nov 13 12:40:20 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","171","20 PUT /todos/{id} partial (400) - no title field","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","84","16 PUT /todos/{id} (400) - attempt to create with PUT","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","81","44GET /heartbeat (204) - GET request returns 204","API Tests","Thu Nov 13 12:40:23 UTC 2025","passed","Thu Nov 13 12:40:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","168","19 PUT /todos/{id} full (200) - full update","API Tests","Thu Nov 13 12:40:21 UTC 2025","passed","Thu Nov 13 12:40:21 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","241","23 DELETE /todos/{id} (200) - delete todo","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","81","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:23 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","87","27 GET /todos (200) ANY - get todos in default format","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","89","32 POST /todos JSON - create todo in JSON format","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Thu Nov 13 12:40:22 UTC 2025","passed","Thu Nov 13 12:40:22 UTC 2025","Challenge API","api/apihw.spec.js","",""
