"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","7","42PATCH /heartbeat (500) - PATCH request returns 500","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","9","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","11","16 PUT /todos/{id} (400) - attempt to create with PUT","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","21","02 GET /challenges (200) - получить список challenge задач","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","31","23 DELETE /todos/{id} (200) - delete todo","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","40","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","28","17 POST /todos/{id} (200) - partial update","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","108","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:01 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","16","05 GET /todos/{id} (200) - получить todo по id","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","10","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","7","44GET /heartbeat (204) - GET request returns 204","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","8","33 POST /todos (415) - unsupported media type","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4250","Пользователь может создать новую статью","UI Tests","Mon Nov 10 16:52:01 UTC 2025","passed","Mon Nov 10 16:52:06 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","3445","Пользователю доступны табы Your Feed, Global Feed после регистрации","UI Tests","Mon Nov 10 16:52:16 UTC 2025","passed","Mon Nov 10 16:52:20 UTC 2025","Главная страница","ui/mainPage.spec.js","",""
"","4142","Пользователь может удалить статью","UI Tests","Mon Nov 10 16:52:12 UTC 2025","passed","Mon Nov 10 16:52:16 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","11","27 GET /todos (200) ANY - get todos in default format","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","26","20 PUT /todos/{id} partial (400) - no title field","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","19","19 PUT /todos/{id} full (200) - full update","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","17","32 POST /todos JSON - create todo in JSON format","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","9","15 POST /todos (400) - extra field","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","12","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","18","12 POST /todos (400) - description too long","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","9","06 GET /todos/{id} (404) - получить 404 для несуществующей задачи","API Tests","Mon Nov 10 16:52:00 UTC 2025","passed","Mon Nov 10 16:52:00 UTC 2025","Challenge API","api/apihw.spec.js","",""
