"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","134","19 PUT /todos/{id} full (200) - full update","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","132","09 POST /todos (201) - создать новую задачу","API Tests","Mon Nov 10 17:08:29 UTC 2025","passed","Mon Nov 10 17:08:29 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","71","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Mon Nov 10 17:08:28 UTC 2025","passed","Mon Nov 10 17:08:28 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","67","05 GET /todos/{id} (200) - получить todo по id","API Tests","Mon Nov 10 17:08:28 UTC 2025","passed","Mon Nov 10 17:08:28 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","69","27 GET /todos (200) ANY - get todos in default format","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","31 POST /todos XML - create todo in XML format","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","13 POST /todos (201) - max out content","API Tests","Mon Nov 10 17:08:29 UTC 2025","passed","Mon Nov 10 17:08:29 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","66","33 POST /todos (415) - unsupported media type","API Tests","Mon Nov 10 17:08:31 UTC 2025","passed","Mon Nov 10 17:08:31 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4827","Пользователь может обновить имя и почту в профиле","UI Tests","Mon Nov 10 17:09:01 UTC 2025","passed","Mon Nov 10 17:09:06 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
"","68","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","68","15 POST /todos (400) - extra field","API Tests","Mon Nov 10 17:08:29 UTC 2025","passed","Mon Nov 10 17:08:29 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","1146","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Mon Nov 10 17:08:31 UTC 2025","passed","Mon Nov 10 17:08:32 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","76","11 POST /todos (400) - title too long","API Tests","Mon Nov 10 17:08:29 UTC 2025","passed","Mon Nov 10 17:08:29 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","67","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","69","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:30 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","65","44GET /heartbeat (204) - GET request returns 204","API Tests","Mon Nov 10 17:08:31 UTC 2025","passed","Mon Nov 10 17:08:31 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5204","Пользователь может создать новую статью","UI Tests","Mon Nov 10 17:08:33 UTC 2025","passed","Mon Nov 10 17:08:38 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","131","32 POST /todos JSON - create todo in JSON format","API Tests","Mon Nov 10 17:08:30 UTC 2025","passed","Mon Nov 10 17:08:31 UTC 2025","Challenge API","api/apihw.spec.js","",""
