"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","15 POST /todos (400) - extra field","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","90","12 POST /todos (400) - description too long","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","84","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","237","23 DELETE /todos/{id} (200) - delete todo","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","321","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:46 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","86","05 GET /todos/{id} (200) - получить todo по id","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:46 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","86","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:46 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","33 POST /todos (415) - unsupported media type","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","10 POST /todos (400) - fail validation on doneStatus field","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","459","09 POST /todos (201) - создать новую задачу","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","13 POST /todos (201) - max out content","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","173","17 POST /todos/{id} (200) - partial update","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","11 POST /todos (400) - title too long","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","84","16 PUT /todos/{id} (400) - attempt to create with PUT","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","44GET /heartbeat (204) - GET request returns 204","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4823","Пользователь может удалить статью","UI Tests","Thu Nov 13 12:38:04 UTC 2025","passed","Thu Nov 13 12:38:09 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","4834","Пользователю доступны табы Your Feed, Global Feed после регистрации","UI Tests","Thu Nov 13 12:38:09 UTC 2025","passed","Thu Nov 13 12:38:13 UTC 2025","Главная страница","ui/mainPage.spec.js","",""
"","81","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","81","06 GET /todos/{id} (404) - получить 404 для несуществующей задачи","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:46 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5756","Пользователь может создать новую статью","UI Tests","Thu Nov 13 12:37:52 UTC 2025","passed","Thu Nov 13 12:37:57 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","85","32 POST /todos JSON - create todo in JSON format","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","03 GET /todos (200) - получить список todos задач","API Tests","Thu Nov 13 12:37:46 UTC 2025","passed","Thu Nov 13 12:37:46 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","31 POST /todos XML - create todo in XML format","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","1489","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:51 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","42PATCH /heartbeat (500) - PATCH request returns 500","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","164","19 PUT /todos/{id} full (200) - full update","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4879","Пользователь может обновить имя и почту в профиле","UI Tests","Thu Nov 13 12:38:13 UTC 2025","passed","Thu Nov 13 12:38:18 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
"","84","14 POST /todos (413) - content too long","API Tests","Thu Nov 13 12:37:47 UTC 2025","passed","Thu Nov 13 12:37:47 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","27 GET /todos (200) ANY - get todos in default format","API Tests","Thu Nov 13 12:37:49 UTC 2025","passed","Thu Nov 13 12:37:49 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","158","02 GET /challenges (200) - получить список challenge задач","API Tests","Thu Nov 13 12:37:45 UTC 2025","passed","Thu Nov 13 12:37:45 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5590","Пользователь может оставить комментарий под статьёй","UI Tests","Thu Nov 13 12:37:58 UTC 2025","passed","Thu Nov 13 12:38:04 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","162","20 PUT /todos/{id} partial (400) - no title field","API Tests","Thu Nov 13 12:37:48 UTC 2025","passed","Thu Nov 13 12:37:48 UTC 2025","Challenge API","api/apihw.spec.js","",""
