"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","42PATCH /heartbeat (500) - PATCH request returns 500","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","10245","Пользователь может удалить статью","UI Tests","Mon Nov 10 17:06:59 UTC 2025","passed","Mon Nov 10 17:07:09 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","317","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","155","09 POST /todos (201) - создать новую задачу","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5820","Пользователь может оставить комментарий под статьёй","UI Tests","Mon Nov 10 17:06:53 UTC 2025","passed","Mon Nov 10 17:06:59 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","13082","Пользователь может создать новую статью","UI Tests","Mon Nov 10 17:06:39 UTC 2025","passed","Mon Nov 10 17:06:53 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","78","06 GET /todos/{id} (404) - получить 404 для несуществующей задачи","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:34 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","81","03 GET /todos (200) - получить список todos задач","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:34 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","154","32 POST /todos JSON - create todo in JSON format","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","82","13 POST /todos (201) - max out content","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","04 GET /todo (404) not plural - получить 404 при вызове /todo","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:34 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5279","Пользователь может обновить имя и почту в профиле","UI Tests","Mon Nov 10 17:07:15 UTC 2025","passed","Mon Nov 10 17:07:20 UTC 2025","Обновление профиля","ui/profile.spec.js","",""
"","87","11 POST /todos (400) - title too long","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","31 POST /todos XML - create todo in XML format","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","77","44GET /heartbeat (204) - GET request returns 204","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","27 GET /todos (200) ANY - get todos in default format","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","85","05 GET /todos/{id} (200) - получить todo по id","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:34 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","83","28 GET /todos (200) XML pref - get todos in XML format with preference","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","92","16 PUT /todos/{id} (400) - attempt to create with PUT","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","157","19 PUT /todos/{id} full (200) - full update","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","26 GET /todos (200) JSON - get todos in JSON format","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","78","12 POST /todos (400) - description too long","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","10 POST /todos (400) - fail validation on doneStatus field","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","14 POST /todos (413) - content too long","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:35 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","155","17 POST /todos/{id} (200) - partial update","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","79","25 GET /todos (200) XML - получить список todos задач в формате XML","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","15 POST /todos (400) - extra field","API Tests","Mon Nov 10 17:06:35 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","76","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","226","23 DELETE /todos/{id} (200) - delete todo","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","80","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","1346","58 DELETE /todos/{id} (200) all - delete all todos","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:39 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","5140","Пользователю доступны табы Your Feed, Global Feed после регистрации","UI Tests","Mon Nov 10 17:07:09 UTC 2025","passed","Mon Nov 10 17:07:15 UTC 2025","Главная страница","ui/mainPage.spec.js","",""
"","77","33 POST /todos (415) - unsupported media type","API Tests","Mon Nov 10 17:06:37 UTC 2025","passed","Mon Nov 10 17:06:37 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","157","02 GET /challenges (200) - получить список challenge задач","API Tests","Mon Nov 10 17:06:34 UTC 2025","passed","Mon Nov 10 17:06:34 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","164","20 PUT /todos/{id} partial (400) - no title field","API Tests","Mon Nov 10 17:06:36 UTC 2025","passed","Mon Nov 10 17:06:36 UTC 2025","Challenge API","api/apihw.spec.js","",""
