"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","03 GET /todos (200) - получить список todos задач","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","4664","Пользователь может оставить комментарий под статьёй","UI Tests","Mon Nov 10 17:15:13 UTC 2025","passed","Mon Nov 10 17:15:18 UTC 2025","Действия со статьёй","ui/article.spec.js","",""
"","25","41DELETE /heartbeat (405) - DELETE request returns 405","API Tests","Mon Nov 10 17:15:07 UTC 2025","passed","Mon Nov 10 17:15:07 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","62","32 POST /todos JSON - create todo in JSON format","API Tests","Mon Nov 10 17:15:07 UTC 2025","passed","Mon Nov 10 17:15:07 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","29","18 POST /todos/{id} (404) - update non-existent todo","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","41","31 POST /todos XML - create todo in XML format","API Tests","Mon Nov 10 17:15:07 UTC 2025","passed","Mon Nov 10 17:15:07 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","114","07 GET /todos (200) ?filter - получить список выполненных задач","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","53","09 POST /todos (201) - создать новую задачу","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","56","02 GET /challenges (200) - получить список challenge задач","API Tests","Mon Nov 10 17:15:05 UTC 2025","passed","Mon Nov 10 17:15:05 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","28","12 POST /todos (400) - description too long","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","3649","Пользователю доступны табы Your Feed, Global Feed после регистрации","UI Tests","Mon Nov 10 17:15:22 UTC 2025","passed","Mon Nov 10 17:15:26 UTC 2025","Главная страница","ui/mainPage.spec.js","",""
"","28","14 POST /todos (413) - content too long","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","55","19 PUT /todos/{id} full (200) - full update","API Tests","Mon Nov 10 17:15:06 UTC 2025","passed","Mon Nov 10 17:15:06 UTC 2025","Challenge API","api/apihw.spec.js","",""
"","25","42PATCH /heartbeat (500) - PATCH request returns 500","API Tests","Mon Nov 10 17:15:07 UTC 2025","passed","Mon Nov 10 17:15:07 UTC 2025","Challenge API","api/apihw.spec.js","",""
